행 레이블,특성,합계 : 2019 응답자수
"1,000~3,000만원 미만",남자,2932.420507
"1,000~3,000만원 미만",여자,1790.209313
"1,000만원 미만",남자,587.7435938
"1,000만원 미만",여자,1067.737914
"10,000만원 이상",남자,2702.552417
"10,000만원 이상",여자,161.9008845
"3,000~5,000만원 미만",남자,3372.214557
"3,000~5,000만원 미만",여자,762.2338914
"5,000~7,000만원 미만",남자,2794.815657
"5,000~7,000만원 미만",여자,366.3162743
"7,000~10,000만원 미만",남자,2541.954222
"7,000~10,000만원 미만",여자,219.9007693
